id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
68374262,2021/01/20 11:14 AM MST,1/20/21,2021-01-20 18:14:00 UTC,Arizona,2624055,kneubaue,2021-01-20 18:26:48 UTC,2021-03-24 04:26:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68374262,https://static.inaturalist.org/photos/110696713/medium.jpeg,,,This male butterfly floated in for a minute to taste a bit of Ocimum basilicum flower then rested on Sweet Potato (Ipomoea batatas) leaves. Very tattered wing tips. About 13 mph winds and 69 degree F weather temperature.,2,0,FALSE,,"Las Vistas, Avondale, AZ 85392, USA",33.48206389,-112.3034976,15,15,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
68385631,Wed Jan 20 2021 16:37:04 GMT-0700 (MST),1/20/21,2021-01-20 23:37:04 UTC,Mountain Time (US & Canada),1117267,dperino,2021-01-20 23:39:57 UTC,2021-05-12 17:03:48 UTC,research,,https://www.inaturalist.org/observations/68385631,https://static.inaturalist.org/photos/110717864/medium.jpg,,,,1,0,FALSE,3,"E Fort Lowell Rd, Tucson, AZ, US",32.261725,-110.8777917,9,9,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
68978121,2021/02/02 11:27 AM UTC,2/2/21,2021-02-02 11:27:00 UTC,UTC,2494896,wbarrett,2021-02-02 22:38:20 UTC,2021-02-18 00:11:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68978121,https://inaturalist-open-data.s3.amazonaws.com/photos/111823591/medium.jpeg,,,,3,0,FALSE,,"Phoenix, AZ, USA",33.46043889,-111.9423,5,5,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
69107136,Wed Feb 03 2021 14:06:42 GMT-0700 (MST),2/3/21,2021-02-03 21:06:42 UTC,Mountain Time (US & Canada),3969102,adreja_wiggins,2021-02-05 22:30:37 UTC,2021-02-17 23:14:50 UTC,research,,https://www.inaturalist.org/observations/69107136,https://static.inaturalist.org/photos/112063568/medium.jpg,,,,3,0,FALSE,3,"Arizona State University, Phoenix, AZ, US",33.60913833,-112.1624138,4,4,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
69159834,2021/02/06 11:21 AM MST,2/6/21,2021-02-06 18:21:00 UTC,Arizona,8352,scottolmstead,2021-02-06 20:48:17 UTC,2021-02-17 22:57:12 UTC,research,CC-BY,https://www.inaturalist.org/observations/69159834,https://static.inaturalist.org/photos/112160686/medium.jpg,,,Both photos of same individual.,2,0,FALSE,,"Evergreen Cemetery, Tucson, AZ",32.26592018,-110.9802127,46,46,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
69287627,2021-02-08 7:36:28 PM MST,2/8/21,2021-02-09 02:36:28 UTC,Mountain Time (US & Canada),2673348,tracy361,2021-02-09 02:37:48 UTC,2021-09-02 03:56:42 UTC,research,,https://www.inaturalist.org/observations/69287627,https://static.inaturalist.org/photos/112403883/medium.jpeg,,,Female,3,0,FALSE,2,"Desert Botanical Garden, Phoenix, AZ 85008, USA",33.4637235,-111.9425019,193,193,,,FALSE,gps,gps,Monarch,Danaus plexippus,Monarch,Insecta,48662
69329990,Tue Feb 09 2021 17:30:46 GMT-0700 (MST),2/9/21,2021-02-10 00:30:46 UTC,Mountain Time (US & Canada),3731737,kvnkv,2021-02-10 00:32:06 UTC,2021-02-17 22:16:43 UTC,research,,https://www.inaturalist.org/observations/69329990,https://static.inaturalist.org/photos/112486223/medium.jpg,,,Monarch in jade green chrysalis phase ,1,0,FALSE,3,"S Sycamore, Mesa, AZ, US",33.4040116,-111.8699854,3986,3986,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
69374615,2021-02-10 11:41:29 AM MST,2/10/21,2021-02-10 18:41:29 UTC,Mountain Time (US & Canada),616881,ecoexplorers,2021-02-10 18:42:57 UTC,2021-07-23 18:09:10 UTC,research,,https://www.inaturalist.org/observations/69374615,https://static.inaturalist.org/photos/112544588/medium.jpeg,,,,2,0,FALSE,2,"Coolidge, AZ, USA",32.95696389,-111.6008972,,,,,FALSE,gps,gps,Monarch,Danaus plexippus,Monarch,Insecta,48662
69383662,Wed Feb 10 2021 14:32:45 GMT-0700 (MST),2/10/21,2021-02-10 21:32:45 UTC,Mountain Time (US & Canada),2564491,jdpaullette,2021-02-10 22:27:33 UTC,2021-02-17 22:05:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69383662,https://inaturalist-open-data.s3.amazonaws.com/photos/112561548/medium.jpg,,,,2,0,FALSE,3,"E Speedway Blvd, Tucson, AZ, US",32.23647574,-110.8656134,457,457,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
69426443,2021-02-11 1:53:55 PM MST,2/11/21,2021-02-11 20:53:55 UTC,Arizona,1095581,inatalia,2021-02-11 21:13:52 UTC,2021-02-17 21:58:04 UTC,research,,https://www.inaturalist.org/observations/69426443,https://static.inaturalist.org/photos/112641957/medium.jpeg,,,Male monarch on Eucalyptus sp. at Desert Botanical Garden,2,0,FALSE,2,"Tempe, AZ 85281, USA",33.46068333,-111.9430917,,,,,FALSE,gps,gps,Monarch,Danaus plexippus,Monarch,Insecta,48662
69768320,Thu Feb 18 2021 08:43:10 GMT-0700 (MST),2/18/21,2021-02-18 15:43:10 UTC,Mountain Time (US & Canada),3731737,kvnkv,2021-02-18 15:44:54 UTC,2021-03-09 02:40:57 UTC,research,,https://www.inaturalist.org/observations/69768320,https://static.inaturalist.org/photos/113286456/medium.jpg,,,Pupa phase ,2,0,FALSE,3,"S Longmore, Mesa, AZ, US",33.38726553,-111.8635408,75,75,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
69781846,2021-02-18T13:55:40-07:00,2/18/21,2021-02-18 20:55:40 UTC,Arizona,3313,bobhenry,2021-02-18 20:55:57 UTC,2021-03-05 15:47:34 UTC,research,CC-BY,https://www.inaturalist.org/observations/69781846,https://inaturalist-open-data.s3.amazonaws.com/photos/113312268/medium.jpg,,,,3,0,FALSE,333,"Maricopa County, US-AZ, US",33.60824204,-112.159523,65,65,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
69788154,Thu Feb 18 2021 12:13:28 GMT-0700 (MST),2/18/21,2021-02-18 19:13:28 UTC,Mountain Time (US & Canada),3731737,kvnkv,2021-02-18 23:29:49 UTC,2021-02-26 00:35:02 UTC,research,,https://www.inaturalist.org/observations/69788154,https://static.inaturalist.org/photos/113323548/medium.jpg,,,,3,0,FALSE,3,"Mesa Community College - Southern and Dobson Campus, Mesa, AZ, US",33.38879667,-111.8714,4,4,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
69823195,Fri Feb 19 2021 11:45:46 GMT-0700 (MST),2/19/21,2021-02-19 18:45:46 UTC,Mountain Time (US & Canada),3731737,kvnkv,2021-02-19 18:46:33 UTC,2021-03-02 06:03:11 UTC,research,,https://www.inaturalist.org/observations/69823195,https://static.inaturalist.org/photos/113389575/medium.jpg,,,Pupa transition stage ,1,0,FALSE,3,"W Emelita Ave, Mesa, AZ, US",33.39906243,-111.8714943,2863,2863,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
70043331,Sat Feb 20 2021 13:15:20 GMT-0700 (MST),2/20/21,2021-02-20 20:15:20 UTC,Mountain Time (US & Canada),1294075,dbh1992,2021-02-23 17:05:00 UTC,2022-01-11 19:47:08 UTC,research,,https://www.inaturalist.org/observations/70043331,https://static.inaturalist.org/photos/113792674/medium.jpg,,,,4,0,FALSE,3,"Arizona-Sonora Desert Museum, Tucson, AZ, US",32.243355,-111.1661388,8,8,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
70043606,Tue Feb 09 2021 12:33:27 GMT-0700 (MST),2/9/21,2021-02-09 19:33:27 UTC,Mountain Time (US & Canada),1294075,dbh1992,2021-02-23 17:11:54 UTC,2021-02-25 08:25:24 UTC,research,,https://www.inaturalist.org/observations/70043606,https://static.inaturalist.org/photos/113792876/medium.jpg,,,,3,0,FALSE,3,"E Northern Dancer Rd, Tucson, AZ, US",32.47543333,-110.9131383,4,4,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
70081901,2021/02/16 11:40 AM MST,2/16/21,2021-02-16 18:40:00 UTC,Arizona,2527467,poopsie1,2021-02-24 10:48:55 UTC,2021-02-26 00:27:19 UTC,research,,https://www.inaturalist.org/observations/70081901,https://static.inaturalist.org/photos/113864097/medium.jpeg,,,,3,0,FALSE,,"4022 S Birchett Dr, Tempe, AZ 85282, USA",33.3872712,-111.8840833,202,202,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
70461800,Thu Jan 28 2021 12:37:57 GMT-0700 (MST),1/28/21,2021-01-28 19:37:57 UTC,Mountain Time (US & Canada),3964953,paula_torres2,2021-03-02 20:14:41 UTC,2021-04-03 19:05:56 UTC,research,,https://www.inaturalist.org/observations/70461800,https://static.inaturalist.org/photos/118685176/medium.jpg,,,,1,0,FALSE,3,"Arizona State University, Phoenix, AZ, US",33.608345,-112.1620945,9,9,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
70482721,Tue Mar 02 2021 16:50:35 GMT-0700 (MST),3/2/21,2021-03-02 23:50:35 UTC,Mountain Time (US & Canada),3731737,kvnkv,2021-03-03 03:55:47 UTC,2021-03-05 06:10:07 UTC,research,,https://www.inaturalist.org/observations/70482721,https://static.inaturalist.org/photos/114593632/medium.jpg,,,,2,0,FALSE,3,"Mesa Community College - Southern and Dobson Campus, Mesa, AZ, US",33.389345,-111.8716367,8,8,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
70506063,3/2/21,3/2/21,,Arizona,2031829,hoganajjg,2021-03-03 17:03:11 UTC,2021-03-03 17:38:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70506063,https://inaturalist-open-data.s3.amazonaws.com/photos/114635503/medium.jpg,,,,1,0,FALSE,,"Tohono Chul Park, Oro Valley, AZ 85704, USA",32.339694,-110.982213,,,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
70650562,Mon Feb 15 2021 12:43:19 GMT-0700 (MST),2/15/21,2021-02-15 19:43:19 UTC,Mountain Time (US & Canada),2786423,rebeccaberry,2021-03-06 06:12:53 UTC,2021-03-06 17:51:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70650562,https://inaturalist-open-data.s3.amazonaws.com/photos/114895013/medium.jpg,,,Caterpillar of Monarch butterfly on rush milkweed,1,0,FALSE,3,"E Alameda Dr, Tempe, AZ, US",33.4006,-111.895875,50,50,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
70851491,Mon Mar 08 2021 12:24:40 GMT-0700 (MST),3/8/21,2021-03-08 19:24:40 UTC,Mountain Time (US & Canada),3731737,kvnkv,2021-03-09 02:07:44 UTC,2021-03-21 06:54:15 UTC,research,,https://www.inaturalist.org/observations/70851491,https://static.inaturalist.org/photos/115258400/medium.jpg,,,Male ,3,0,FALSE,3,"Mesa Community College - Southern and Dobson Campus, Mesa, AZ, US",33.38995333,-111.8716667,8,8,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
70983469,2021/03/07 10:27 AM MST,3/7/21,2021-03-07 17:27:00 UTC,Arizona,3432164,mssinger,2021-03-11 04:51:31 UTC,2021-05-27 05:07:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70983469,https://inaturalist-open-data.s3.amazonaws.com/photos/115492858/medium.jpeg,,,Female monarch visiting Ageratum corymbosum,2,0,FALSE,,"El Montevideo, Tucson, AZ, USA",32.2238,-110.9108111,5,5,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
72808888,3/10/21,3/10/21,,Hawaii,4102887,lyra_rah,2021-04-03 19:21:46 UTC,2021-04-03 23:29:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72808888,https://inaturalist-open-data.s3.amazonaws.com/photos/118778347/medium.png,,,I saw this butterfly at Desert Survivors Native Plant Nursery on some milkweed. ,1,0,FALSE,,Desert Survivors ,32.207392,-110.987203,1797,1797,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
72866982,2021/03/25 10:46 PM MST,3/25/21,2021-03-26 05:46:00 UTC,Arizona,4174769,wyatt_crook,2021-04-04 05:49:56 UTC,2021-04-24 16:31:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72866982,https://inaturalist-open-data.s3.amazonaws.com/photos/118885680/medium.jpg,,,,4,0,FALSE,,"Sam Hughes, Tucson, AZ, USA",32.22799275,-110.9351674,8,8,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
73148529,Tue Apr 06 2021 10:21:57 GMT-0700 (MST),4/6/21,2021-04-06 16:21:57 UTC,Mountain Time (US & Canada),2494896,wbarrett,2021-04-06 22:18:40 UTC,2021-04-10 22:42:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73148529,https://inaturalist-open-data.s3.amazonaws.com/photos/119385966/medium.jpg,,,Caterpillars feeding on Asclepias angustifolia,1,0,FALSE,3,"Desert Botanical Garden, Phoenix, AZ, US",33.46038,-111.9422217,5,5,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
73148648,Tue Apr 06 2021 10:25:58 GMT-0700 (MST),4/6/21,2021-04-06 16:25:58 UTC,Mountain Time (US & Canada),2494896,wbarrett,2021-04-06 22:19:58 UTC,2021-04-10 22:42:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73148648,https://inaturalist-open-data.s3.amazonaws.com/photos/119386189/medium.jpg,,,Two more caterpillars spotted today feeding on Asclepias angustifolia ,1,0,FALSE,3,"Desert Botanical Garden, Phoenix, AZ, US",33.46042,-111.942245,5,5,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
73230635,Fri Mar 26 2021 12:47:55 GMT-0500 (CDT),3/26/21,2021-03-26 17:47:55 UTC,Central Time (US & Canada),1424273,paulswitzer,2021-04-07 20:55:38 UTC,2021-05-27 05:06:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73230635,https://inaturalist-open-data.s3.amazonaws.com/photos/119534584/medium.jpg,,,,1,0,FALSE,3,"Tucson Botanical Gardens, Tucson, AZ, US",32.24822,-110.9085383,5,5,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
73623129,2021/04/10 4:47 PM EDT,4/10/21,2021-04-10 20:47:00 UTC,Eastern Time (US & Canada),753571,delbachert,2021-04-11 15:22:42 UTC,2021-04-11 16:07:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73623129,https://inaturalist-open-data.s3.amazonaws.com/photos/120219671/medium.jpg,,,nectarting on a hardwood tree along Butterworth Stage Road/Trail,1,0,FALSE,,"Cochise County, AZ, USA",32.15492104,-109.4518456,438,438,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
74044098,2021-04-15 7:36:54 AM MST,4/15/21,2021-04-15 13:36:54 UTC,Mountain Time (US & Canada),3921121,jmarvin,2021-04-15 14:39:49 UTC,2021-04-26 02:56:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74044098,https://inaturalist-open-data.s3.amazonaws.com/photos/121061559/medium.jpeg,,,Monarch and Queen on the same stem in 2nd picture.,4,1,FALSE,2,"Palo Verde, Tucson, AZ, USA",32.24264203,-110.9191196,,,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
74098545,Thu Apr 15 2021 18:04:33 GMT-0700 (MST),4/15/21,2021-04-16 01:04:33 UTC,Arizona,766973,bcison,2021-04-16 01:05:47 UTC,2021-04-16 14:51:52 UTC,research,,https://www.inaturalist.org/observations/74098545,https://static.inaturalist.org/photos/121065902/medium.jpg,,,,2,0,FALSE,3,"N 106th Pl, Scottsdale, AZ, US",33.628205,-111.8521117,9,9,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
74126353,Thu Apr 15 2021 07:22:44 GMT-0700 (MST),4/15/21,2021-04-15 13:22:44 UTC,Mountain Time (US & Canada),20834,entomo-logic,2021-04-16 10:33:00 UTC,2021-04-22 13:30:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74126353,https://inaturalist-open-data.s3.amazonaws.com/photos/121114874/medium.jpg,,,,2,0,FALSE,3,"Arizona-Sonora Desert Museum, Tucson, AZ, US",32.24333667,-111.1662667,5,5,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
74207532,2021/04/16 11:00 AM UTC,4/16/21,2021-04-16 11:00:00 UTC,UTC,1515318,saguaro5,2021-04-17 03:53:46 UTC,2021-04-18 19:08:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74207532,https://inaturalist-open-data.s3.amazonaws.com/photos/121256881/medium.jpeg,,,,2,0,FALSE,,"9000 E Chaparral Rd, Scottsdale, AZ 85256, USA",33.5133147,-111.8836185,767,767,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
74321560,2021/01/17 1:06 PM MST,1/17/21,2021-01-17 20:06:00 UTC,Arizona,1654730,mchew6,2021-04-18 01:37:48 UTC,2021-04-18 01:38:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74321560,https://inaturalist-open-data.s3.amazonaws.com/photos/121453876/medium.jpeg,,,,1,0,FALSE,,"South Mountain Village, Phoenix, AZ, USA",33.37111462,-112.0883115,92,92,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
74967061,Thu Mar 18 2021 11:26:32 GMT-0700 (MST),3/18/21,2021-03-18 17:26:32 UTC,Mountain Time (US & Canada),4273182,wes_edens1,2021-04-23 20:34:36 UTC,2021-04-24 15:43:48 UTC,research,,https://www.inaturalist.org/observations/74967061,https://static.inaturalist.org/photos/122589027/medium.jpg,,,,2,0,FALSE,3,"Arizona State University, Phoenix, AZ, US",33.60778716,-112.1596537,408,408,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
75193789,2021/04/24 11:47 AM MST,4/24/21,2021-04-24 18:47:00 UTC,Arizona,8352,scottolmstead,2021-04-25 17:02:25 UTC,2021-04-25 19:50:54 UTC,research,CC-BY,https://www.inaturalist.org/observations/75193789,https://static.inaturalist.org/photos/122845974/medium.jpg,,,,2,0,FALSE,,"Hardesty Pond, Tucson, AZ",32.20809392,-110.9121513,41,41,,,FALSE,,,Danaid wędrowny,Danaus plexippus,Monarch,Insecta,48662
75698396,Thu Apr 29 2021 14:16:48 GMT-0700 (MST),4/29/21,2021-04-29 20:16:48 UTC,Mountain Time (US & Canada),2222786,krisgade,2021-04-29 21:19:59 UTC,2021-04-29 23:22:18 UTC,research,,https://www.inaturalist.org/observations/75698396,https://static.inaturalist.org/photos/123873192/medium.jpg,,,"Two, maybe three present. Flying constantly, interacting with each other and queen butterflies. ",1,0,FALSE,3,"N Campbell Ave, Tucson, AZ, US",32.28237833,-110.942405,20,20,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
76596556,2021/04/15 9:37 AM UTC,4/15/21,2021-04-15 09:37:00 UTC,UTC,3482257,geco4sea,2021-05-02 16:52:21 UTC,2021-05-03 03:00:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76596556,https://inaturalist-open-data.s3.amazonaws.com/photos/125283816/medium.jpeg,,,,1,0,FALSE,,"Carson Corner, Tucson, AZ 85730, USA",32.1841784,-110.8344302,1313,1313,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
76759653,Sat May 01 2021 13:50:43 GMT-0700 (MST),5/1/21,2021-05-01 19:50:43 UTC,Mountain Time (US & Canada),2472484,adeena,2021-05-03 00:07:37 UTC,2021-07-16 19:07:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76759653,https://inaturalist-open-data.s3.amazonaws.com/photos/125540883/medium.jpg,,,,3,0,FALSE,3,"Grand Canyon National Park, Williams, AZ, US",36.07816667,-112.1280222,10,10,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
78517140,2021/05/12 9:13 AM MST,5/12/21,2021-05-12 16:13:00 UTC,Arizona,442615,roomthily,2021-05-12 23:26:16 UTC,2021-05-13 00:18:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78517140,https://inaturalist-open-data.s3.amazonaws.com/photos/128501185/medium.jpeg,,,,1,0,FALSE,,"Flowing Wells, Tucson, AZ, USA",32.27931991,-111.0219495,66,66,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
78528102,5/12/21 16:48,5/12/21,2021-05-12 23:48:21 UTC,Arizona,2316865,dinosaur_man,2021-05-13 01:13:47 UTC,2021-05-13 15:10:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78528102,https://inaturalist-open-data.s3.amazonaws.com/photos/128526724/medium.jpeg,,,,1,0,FALSE,2,"Scottsdale, AZ 85256, USA",33.51206747,-111.8820844,94,94,,,FALSE,gps,gps,Monarch,Danaus plexippus,Monarch,Insecta,48662
78707596,Fri May 14 2021 08:07:00 GMT-0700 (MST),5/14/21,2021-05-14 14:07:00 UTC,Mountain Time (US & Canada),4273182,wes_edens1,2021-05-14 15:40:04 UTC,2021-05-14 22:53:33 UTC,research,,https://www.inaturalist.org/observations/78707596,https://static.inaturalist.org/photos/128841303/medium.jpg,,,,2,0,FALSE,3,"Arizona State University, Phoenix, AZ, US",33.609589,-112.1592706,1574,1574,,,FALSE,,,mariposa monarca,Danaus plexippus,Monarch,Insecta,48662
79176553,Mon May 17 2021 11:10:32 GMT-0700 (MST),5/17/21,2021-05-17 17:10:32 UTC,Mountain Time (US & Canada),2574429,tommygatz,2021-05-17 18:10:54 UTC,2021-05-17 18:57:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79176553,https://inaturalist-open-data.s3.amazonaws.com/photos/129658709/medium.jpg,,,,2,0,FALSE,3,"W Monte Cristo Ave, Phoenix, AZ, US",33.63137588,-112.079607,9,9,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
79553889,Thu May 20 2021 11:34:26 GMT-0700 (MST),5/20/21,2021-05-20 17:34:26 UTC,Mountain Time (US & Canada),1424273,paulswitzer,2021-05-20 18:54:53 UTC,2021-05-20 20:18:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79553889,https://inaturalist-open-data.s3.amazonaws.com/photos/130312994/medium.jpg,,,,1,0,FALSE,3,"E Drachman St, Tucson, AZ, US",32.23965833,-110.9557333,5,5,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
79600985,2021/05/20 2:45 PM UTC,5/20/21,2021-05-20 14:45:00 UTC,UTC,1515318,saguaro5,2021-05-21 02:51:17 UTC,2021-05-21 19:43:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79600985,https://inaturalist-open-data.s3.amazonaws.com/photos/130394945/medium.jpeg,,,,1,0,FALSE,,"9000 E Chaparral Rd, Scottsdale, AZ 85256, USA",33.5133147,-111.8836185,122,122,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
79809190,Sat May 22 2021 09:38:15 GMT-0700 (MST),5/22/21,2021-05-22 15:38:15 UTC,Mountain Time (US & Canada),1424273,paulswitzer,2021-05-22 17:26:27 UTC,2021-05-22 22:24:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79809190,https://inaturalist-open-data.s3.amazonaws.com/photos/130747495/medium.jpg,,,,1,0,FALSE,3,"N Fremont Ave, Tucson, AZ, US",32.24049667,-110.9566717,65,65,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
80366037,5/23/21 13:37,5/23/21,2021-05-23 18:37:21 UTC,Central Time (US & Canada),2214996,swindsor,2021-05-26 14:39:45 UTC,2021-05-27 05:05:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80366037,https://inaturalist-open-data.s3.amazonaws.com/photos/131713005/medium.jpeg,,,,1,0,FALSE,2,"The Garden District, Tucson, AZ 85712, USA",32.24831997,-110.908267,,,,,FALSE,gps,gps,Monarch,Danaus plexippus,Monarch,Insecta,48662
80803430,2021/05/25 8:44 AM MST,5/25/21,2021-05-25 15:44:00 UTC,Arizona,2031829,hoganajjg,2021-05-29 22:52:34 UTC,2021-05-30 06:10:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80803430,https://inaturalist-open-data.s3.amazonaws.com/photos/132468031/medium.jpg,,,,1,0,FALSE,,"Tohono Chul Park, Oro Valley, AZ 85704, USA",32.3394402,-110.9815906,172,172,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
81581020,Fri Jun 04 2021 09:54:09 GMT-0700 (MST),6/4/21,2021-06-04 15:54:09 UTC,Mountain Time (US & Canada),4530538,stgriff2,2021-06-04 16:55:03 UTC,2021-06-04 21:01:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81581020,https://inaturalist-open-data.s3.amazonaws.com/photos/133822336/medium.jpg,,,,2,0,FALSE,3,"Arizona State University, Phoenix, AZ, US",33.60918833,-112.1597138,5,5,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
81969200,2021/06/06 9:35 AM MST,6/6/21,2021-06-06 16:35:00 UTC,Arizona,442615,roomthily,2021-06-07 02:14:08 UTC,2021-06-07 02:33:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81969200,https://inaturalist-open-data.s3.amazonaws.com/photos/134484998/medium.jpeg,,,,1,0,FALSE,,"Flowing Wells, Tucson, AZ, USA",32.27830766,-111.022607,119,119,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
81969265,2021/06/06 10:46 AM MST,6/6/21,2021-06-06 17:46:00 UTC,Arizona,442615,roomthily,2021-06-07 02:14:24 UTC,2021-06-07 05:25:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81969265,https://inaturalist-open-data.s3.amazonaws.com/photos/134485594/medium.jpeg,,,,1,0,FALSE,,"Flowing Wells, Tucson, AZ, USA",32.27896392,-111.0228083,68,68,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
85289916,2021/07/01 10:32 AM MST,7/1/21,2021-07-01 17:32:00 UTC,Arizona,410488,larivera,2021-07-02 01:51:52 UTC,2021-07-03 03:18:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85289916,https://inaturalist-open-data.s3.amazonaws.com/photos/140305608/medium.jpeg,,,,3,0,FALSE,,"Broadway Palms, Tempe, AZ 85282, USA",33.40361778,-111.8878956,78,78,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
87596839,2021/07/17 10:44 AM UTC,7/17/21,2021-07-17 10:44:00 UTC,UTC,1705504,dutchjohn,2021-07-18 18:50:40 UTC,2021-07-18 18:53:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87596839,https://inaturalist-open-data.s3.amazonaws.com/photos/144436481/medium.jpg,,,,1,0,FALSE,,"Canoa Ranch, AZ, USA",31.79632282,-111.0146629,15,15,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
